Pollinator_gen_sp,Site_ID,Round,Plant_gen_sp,Pollinator_genus,Pollinator_species,Out,Pollinator_id,Pollinator_sex,Frequency,Morphospecie2
Lasioglossum albocinctum,Lasmulas,4,Cistus salvifolius,Lasioglossum,albocinctum,out,BF61,female,1,morpho_120
Lasioglossum albocinctum,Urbanizaciones,5,Cistus salvifolius,Lasioglossum,albocinctum,transect,BF46,female,3,morpho_120
Lasioglossum albocinctum,Villamanriquesur,4,Cistus ladanifer,Lasioglossum,albocinctum,out,BF90,female,1,morpho_120
Lasioglossum albocinctum,LaCunya,7,Echium plantagineum,Lasioglossum,albocinctum,transect,BF76,female,1,morpho_120
Lasioglossum albocinctum,CotitodeSantaTeresa,6,Cistus crispus,Lasioglossum,albocinctum,transect,BF67,female,3,morpho_120
Lasioglossum bimaculatus,PinaresdeHinojos,5,Cistus salvifolius,Lasioglossum,bimaculatus,transect,BF54,female,1,morpho_114
Lasioglossum bimaculatus,Esparragal,4,Lavandula stoechas,Lasioglossum,bimaculatus,focal,BF53,female,1,morpho_114
Lasioglossum bimaculatus,Esparragal,5,Cistus salvifolius,Lasioglossum,bimaculatus,transect,BF43,female,2,morpho_114
Lasioglossum bimaculatus,Esparragal,5,Cistus salvifolius,Lasioglossum,bimaculatus,transect,BF41,female,1,morpho_114
Lasioglossum bimaculatus,Elpozo,4,Cistus salvifolius,Lasioglossum,bimaculatus,transect,BF30,female,1,morpho_114
Lasioglossum fulvipes,Villamanriqueeste,7,Myrtus communis,Lasioglossum,fulvipes,focal,BF37,female,5,morpho_58
Lasioglossum gemmeus,LaRocina,7,Myrtus communis,Lasioglossum,gemmeus,focal,BF50,female,4,morpho_102
Lasioglossum imminutus,Lasmulas,6,Cistus monspeliensis,Lasioglossum,imminutus,transect,BF62,female,1,morpho_114
Lasioglossum imminutus,Elpozo,1,Cistus ladanifer,Lasioglossum,imminutus,transect,BF8,female,1,morpho_114
Lasioglossum imminutus,LaCunya,2,Rosmarinus officinalis,Lasioglossum,imminutus,transect,BF16,female,2,morpho_114
Lasioglossum imminutus,LaRocina,1,Rosmarinus officinalis,Lasioglossum,imminutus,transect,BF7,female,1,morpho_114
Lasioglossum imminutus,LaCunya,4,Cistus salvifolius,Lasioglossum,imminutus,transect,BF15,female,1,morpho_114
Lasioglossum imminutus,Urbanizaciones,4,Cistus salvifolius,Lasioglossum,imminutus,transect,BF74,female,1,morpho_114
Lasioglossum imminutus,Urbanizaciones,4,Calendula arvensis,Lasioglossum,imminutus,transect,BF17,female,1,morpho_114
Lasioglossum imminutus,Elpozo,4,Cistus salvifolius,Lasioglossum,imminutus,out,BF31,female,2,morpho_114
Lasioglossum imminutus,LaCunya,1,Rosmarinus officinalis,Lasioglossum,imminutus,transect,BF4,female,1,morpho_114
Lasioglossum imminutus,Urbanizaciones,4,Cistus salvifolius,Lasioglossum,imminutus,transect,BF22,female,2,morpho_114
Lasioglossum imminutus,Villamanriqueeste,7,Cistus crispus,Lasioglossum,imminutus,transect,BF66,female,2,morpho_114
Lasioglossum interruptum,Elpinar,5,Cistus salvifolius,Lasioglossum,interruptum,focal,BF307,female,1,morpho_114
Lasioglossum leucozonium,ConventodelaLuz,7,Acacia dealbata,Lasioglossum,leucozonium,out,BF33,male,5,morpho_114
Lasioglossum leucozonium,ConventodelaLuz,7,Acacia dealbata,Lasioglossum,leucozonium,out,BF34,male,1,morpho_114
Lasioglossum leucozonium,ConventodelaLuz,7,Acacia dealbata,Lasioglossum,leucozonium,out,BF35,male,1,morpho_114
Lasioglossum leucozonium,Villamanriquesur,7,Myrtus communis,Lasioglossum,leucozonium,focal,BF36,female,5,morpho_114
Lasioglossum leucozonium,Esparragal,5,Cistus salvifolius,Lasioglossum,leucozonium,transect,BF55,NA,3,morpho_114
Lasioglossum leucozonium,ConventodelaLuz,7,Acacia dealbata,Lasioglossum,leucozonium,out,BF32,male,2,morpho_114
Lasioglossum malachurum,Elpinar,5,Chamaemelum fuscatum,Lasioglossum,malachurum,out,BF81,female,1,morpho_114
Lasioglossum malachurum,Lasmulas,7,Cistus crispus,Lasioglossum,malachurum,transect,BF71,female,2,morpho_114
Lasioglossum malachurum,Villamanriqueeste,3,Cistus salvifolius,Lasioglossum,malachurum,out,BF51,male,2,morpho_114
Lasioglossum malachurum,Villamanriquesur,3,Cistus salvifolius,Lasioglossum,malachurum,transect,BF49,female,1,morpho_114
Lasioglossum malachurum,Elpinar,5,Diplotaxis virgata,Lasioglossum,malachurum,out,BF80,female,5,morpho_114
Lasioglossum malachurum,Esparragal,5,Cistus salvifolius,Lasioglossum,malachurum,transect,BF47,female,1,morpho_114
Lasioglossum malachurum,LaCunya,1,Rosmarinus officinalis,Lasioglossum,malachurum,transect,BF3,female,1,morpho_114
Lasioglossum malachurum,LaCunya,3,Cistus salvifolius,Lasioglossum,malachurum,focal,BF48,female,1,morpho_114
Lasioglossum malachurum,Esparragal,1,Halimium commutatum,Lasioglossum,malachurum,focal,BF20,female,1,morpho_114
Lasioglossum malachurum,LaRocina,7,Lavandula pedunculata,Lasioglossum,malachurum,transect,BF77,female,4,morpho_114
Lasioglossum malachurum,Villamanriqueeste,2,Rosmarinus officinalis,Lasioglossum,malachurum,transect,BF27,NA,1,morpho_114
Lasioglossum malachurum,Villamanriquesur,4,Cistus ladanifer,Lasioglossum,malachurum,out,BF89,NA,2,morpho_114
Lasioglossum malachurum,LaCunya,4,Cistus salvifolius,Lasioglossum,malachurum,transect,BF26,female,2,morpho_114
Lasioglossum malachurum,LaCunya,4,Tuberaria guttata,Lasioglossum,malachurum,transect,BF38,female,2,morpho_114
Lasioglossum malachurum,Esparragal,2,Halimium commutatum,Lasioglossum,malachurum,transect,BF29,female,1,morpho_114
Lasioglossum malachurum,Niebla,4,Calendula arvensis,Lasioglossum,malachurum,transect,BF18,female,2,morpho_114
Lasioglossum malachurum,Villamanriqueeste,7,Cistus crispus,Lasioglossum,malachurum,transect,BF328,female,2,morpho_114
Lasioglossum malachurum,LaRocina,3,Halimium commutatum,Lasioglossum,malachurum,transect,BF75,female,2,morpho_114
Lasioglossum malachurum,Esparragal,4,Cistus salvifolius,Lasioglossum,malachurum,focal,BF58,female,3,morpho_114
Lasioglossum malachurum,PinaresdeHinojos,3,Cistus crispus,Lasioglossum,malachurum,out,BF70,NA,1,morpho_114
Lasioglossum malachurum,PinaresdeHinojos,5,Cistus salvifolius,Lasioglossum,malachurum,transect,BF52,female,2,morpho_114
Lasioglossum malachurum,CotitodeSantaTeresa,6,Thapsia villosa,Lasioglossum,malachurum,transect,BF78,female,1,morpho_114
Lasioglossum malachurum,PinaresdeHinojos,3,Cistus salvifolius,Lasioglossum,malachurum,focal,BF42,female,1,morpho_114
Lasioglossum malachurum,Lasmulas,3,Cistus ladanifer,Lasioglossum,malachurum,transect,BF69,female,1,morpho_114
Lasioglossum malachurum,Lasmulas,3,Cistus ladanifer,Lasioglossum,malachurum,transect,BF73,female,2,morpho_114
Lasioglossum malachurum,Esparragal,4,Cistus salvifolius,Lasioglossum,malachurum,focal,BF57,female,2,morpho_114
Lasioglossum malachurum,Esparragal,7,Armeria velutina,Lasioglossum,malachurum,transect,BF82,female,2,morpho_114
Lasioglossum mediterraneum,Villamanriqueeste,3,Cistus ladanifer,Lasioglossum,mediterraneum,out,BF281,female,2,morpho_114
Lasioglossum morpho1,Aznalcazar,7,Echium plantagineum,Lasioglossum,morpho1,transect,BF632,NA,3,NA
Lasioglossum morpho1,Esparragal,7,Chamaemelum fuscatum,Lasioglossum,morpho1,transect,BF83,NA,3,NA
Lasioglossum pauxillum,Villamanriqueeste,3,Cistus salvifolius,Lasioglossum,pauxillum,out,BF189,female,2,morpho_113
Lasioglossum sexnotatum,Pinodelcuervo,3,Lavandula pedunculata,Lasioglossum,sexnotatum,transect,BF59,female,1,morpho_114
Lasioglossum sexnotatum,Bonares,5,Carduus sp,Lasioglossum,sexnotatum,out,BF86,female,2,morpho_114
Lasioglossum sexnotatum,Pinodelcuervo,2,Lavandula stoechas,Lasioglossum,sexnotatum,focal,BF60,male,1,morpho_114
Lasioglossum sexnotatum,LaRocina,2,Rosmarinus officinalis,Lasioglossum,sexnotatum,focal,BF64,female,1,morpho_114
Lasioglossum sp,LaRocina,4,Diplotaxis virgata,Lasioglossum,sp,transect,PERDIDO,NA,3,NA
Lasioglossum sp,LaCunya,1,Halimium commutatum,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,Bonares,3,Cistus salvifolius,Lasioglossum,sp,focal,PERDIDO,female,1,NA
Lasioglossum sp,LaRocina,4,Lavandula pedunculata,Lasioglossum,sp,transect,no_captured,NA,4,NA
Lasioglossum sp,Elpozo,5,Cistus salvifolius,Lasioglossum,sp,out,no_captured,NA,1,NA
Lasioglossum sp,Pinodelcuervo,2,Cistus ladanifer,Lasioglossum,sp,focal,PERDIDO,female,1,NA
Lasioglossum sp,Esparragal,5,Cistus crispus,Lasioglossum,sp,focal,PERDIDO,female,1,NA
Lasioglossum sp,Esparragal,5,Cistus crispus,Lasioglossum,sp,focal,BF65,female,1,NA
Lasioglossum sp,PinaresdeHinojos,2,Spartium junceum,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,CotitodeSantaTeresa,2,Lavandula stoechas,Lasioglossum,sp,transect,no_captured,NA,1,NA
Lasioglossum sp,Esparragal,5,Halimium halimifolium,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,Villamanriqueeste,2,Cistus ladanifer,Lasioglossum,sp,transect,no_captured,NA,2,NA
Lasioglossum sp,LaCunya,3,Halimium commutatum,Lasioglossum,sp,transect,BF39,NA,1,NA
Lasioglossum sp,CotitodeSantaTeresa,3,Cistus albidus,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,Niebla,6,Arctotheca calendula,Lasioglossum,sp,transect,no_captured,NA,3,NA
Lasioglossum sp,Villamanriquesur,5,Cistus crispus,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,LaCunya,5,Cistus salvifolius,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,Niebla,2,Cistus ladanifer,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,ConventodelaLuz,3,Cistus salvifolius,Lasioglossum,sp,focal,PERDIDO,female,1,NA
Lasioglossum sp,Bonares,1,Cistus salvifolius,Lasioglossum,sp,transect,no_captured,NA,1,NA
Lasioglossum sp,LaCunya,3,Cistus salvifolius,Lasioglossum,sp,focal,no_captured,female,3,NA
Lasioglossum sp,Lasmulas,4,Cistus ladanifer,Lasioglossum,sp,focal,no_captured,NA,1,NA
Lasioglossum sp,PinaresdeHinojos,4,Cistus salvifolius,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,Elpozo,1,Erica scoparia,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,Villamanriqueeste,4,Cistus ladanifer,Lasioglossum,sp,transect,no_captured,NA,1,NA
Lasioglossum sp,PinaresdeHinojos,5,Cistus salvifolius,Lasioglossum,sp,transect,PERDIDO,NA,3,NA
Lasioglossum sp,CotitodeSantaTeresa,2,Cistus albidus,Lasioglossum,sp,focal,PERDIDO,female,1,NA
Lasioglossum sp,Niebla,4,Calendula arvensis,Lasioglossum,sp,transect,PERDIDO,NA,1,NA
Lasioglossum sp,Niebla,3,Lavandula stoechas,Lasioglossum,sp,focal,PERDIDO,female,1,NA
Lasioglossum sp,ConventodelaLuz,1,Ulex australis,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,Bonares,2,Cistus ladanifer,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum sp,Pinodelcuervo,1,Cistus ladanifer,Lasioglossum,sp,focal,no_captured,female,1,NA
Lasioglossum tridivisus,LaCunya,7,Echium plantagineum,Lasioglossum,tridivisus,transect,BF87,male,1,morpho_10
Lasioglossum tridivisus,LaCunya,7,Andryala integrifolia,Lasioglossum,tridivisus,transect,BF88,male,1,morpho_10
Leptotes pirithous,Urbanizaciones,1,Lavandula stoechas,Leptotes,pirithous,focal,no_captured,female,1,morpho_86
Leptotes pirithous,Pinodelcuervo,2,Lavandula stoechas,Leptotes,pirithous,focal,BF672,male,1,morpho_86
Leptotes pirithous,Pinodelcuervo,4,Lavandula stoechas,Leptotes,pirithous,focal,no_captured,NA,1,morpho_86
Lestica clypeata,Elpinar,4,Lavandula stoechas,Lestica,clypeata,transect,BF704,male,1,morpho_125
Lestica clypeata,CotitodeSantaTeresa,5,Thapsia villosa,Lestica,clypeata,out,no_captured,male,1,morpho_125
Lestica clypeata,CotitodeSantaTeresa,6,Lavandula pedunculata,Lestica,clypeata,transect,BF670,male,5,morpho_125
Lestica clypeata,Urbanizaciones,5,Cistus crispus,Lestica,clypeata,out,BF671,male,5,morpho_125
Lomatia morpho1,Pinodelcuervo,6,Chamaemelum fuscatum,Lomatia,morpho1,transect,BF378,female,5,morpho_7
Lomatia morpho1,LaCunya,7,Echium plantagineum,Lomatia,morpho1,transect,BF377,male,2,morpho_7
Lucilia sp,Lasmulas,4,Cistus ladanifer,Lucilia,sp,out,no_captured,NA,1,morpho_106
Lucilia sp,Lasmulas,4,Cistus salvifolius,Lucilia,sp,out,no_captured,NA,1,morpho_106
Lycaena phlaeas,LaRocina,5,Erodium primulaceum,Lycaena,phlaeas,out,no_captured,NA,1,morpho_91
Lycaena phlaeas,LaRocina,3,Anchusa azurea,Lycaena,phlaeas,focal,no_captured,NA,1,morpho_91
Lycaena phlaeas,LaRocina,2,Anchusa azurea,Lycaena,phlaeas,out,no_captured,NA,1,morpho_91
Machimus sp,Villamanriquesur,7,Armeria velutina,Machimus,sp,transect,BF456,female,1,morpho_33
Macroglossum stellatarum,Aznalcazar,6,Echium plantagineum,Macroglossum,stellatarum,transect,no_captured,NA,3,morpho_65
Macroglossum stellatarum,Aznalcazar,2,Teucrium fruticans,Macroglossum,stellatarum,transect,no_captured,NA,1,morpho_65
Macroglossum stellatarum,CotitodeSantaTeresa,3,Astragalus lusitanicus,Macroglossum,stellatarum,transect,no_captured,NA,9,morpho_65
Macrophya montana,Niebla,6,Thapsia villosa,Macrophya,montana,transect,BF175,female,6,morpho_126
Macrophya montana,Niebla,6,Cistus monspeliensis,Macrophya,montana,transect,BF176,female,1,morpho_126
Macrophya montana,Niebla,5,Thapsia villosa,Macrophya,montana,out,no_captured,males_and_females,2,morpho_126
Macrophya montana,Niebla,6,Thapsia villosa,Macrophya,montana,transect,BF174,female,6,morpho_126
Malachius abdominalis,LaRocina,2,Halimium commutatum,Malachius,abdominalis,focal,no_captured,NA,1,morpho_69
Malachius morpho1,LaRocina,3,Halimium commutatum,Malachius,morpho1,transect,BF538,NA,1,morpho_69
Malachius morpho1,Pinodelcuervo,1,Halimium commutatum,Malachius,morpho1,focal,BF540,NA,1,morpho_69
Malachius morpho1,Villamanriqueeste,1,Cistus ladanifer,Malachius,morpho1,focal,BF539,NA,1,morpho_69
Malachius morpho1,Urbanizaciones,3,Cistus salvifolius,Malachius,morpho1,transect,BF541,NA,1,morpho_69
Megachile sp,Bonares,6,Cistus crispus,Megachile,sp,transect,no_captured,female,3,morpho_128
Megalodontes capitalatus,ConventodelaLuz,3,Cistus salvifolius,Megalodontes,capitalatus,focal,no_captured,female,1,morpho_118
Megalodontes capitalatus,LaCunya,3,Cistus salvifolius,Megalodontes,capitalatus,focal,no_captured,female,1,morpho_118
Megalodontes sp,ConventodelaLuz,2,Cistus salvifolius,Megalodontes,sp,focal,no_captured,female,1,morpho_118
Megalodontes sp,Lasmulas,5,Cistus crispus,Megalodontes,sp,out,no_captured,female,1,morpho_118
Megascolia maculata,Villamanriqueeste,7,Myrtus communis,Megascolia,maculata,out,no_captured,NA,2,morpho_99
Megascolia maculata,Elpozo,7,Myrtus communis,Megascolia,maculata,out,BF665,male,1,morpho_99
Megascolia maculata,Pinodelcuervo,7,Myrtus communis,Megascolia,maculata,focal,BF658,female,1,morpho_99
Megascolia maculata,Pinodelcuervo,6,Asphodelus fistulosus,Megascolia,maculata,out,BF613,male,1,morpho_99
Megascolia maculata,Pinodelcuervo,7,Myrtus communis,Megascolia,maculata,focal,BF657,male,1,morpho_99
Megascolia maculata,Pinodelcuervo,7,Asphodelus fistulosus,Megascolia,maculata,transect,BF661,male,1,morpho_99
Megascolia maculata,Villamanriquesur,7,Myrtus communis,Megascolia,maculata,out,BF662,female,2,morpho_99
Megascolia maculata,Pinodelcuervo,5,Asphodelus fistulosus,Megascolia,maculata,focal,no_captured,male,2,morpho_99
Megascolia maculata,LaRocina,6,Anchusa azurea,Megascolia,maculata,out,no_captured,male,1,morpho_99
Meloidae NA,Niebla,5,Genista hirsuta,Meloidae,"NA",out,BF467,NA,1,morpho_68
Meloidae NA,LaCunya,4,Convolvulus arvensis,Meloidae,"NA",out,no_captured,NA,1,morpho_68
Meloidae NA,Esparragal,4,Cistus salvifolius,Meloidae,"NA",out,BF474,NA,1,morpho_68
Merodon morpho1,Aznalcazar,7,Myrtus communis,Merodon,morpho1,out,BF436,NA,2,morpho_30
Merodon sp,Pinodelcuervo,4,Cistus ladanifer,Merodon,sp,transect,no_captured,NA,4,morpho_30
Merodon sp,Aznalcazar,3,Cistus ladanifer,Merodon,sp,transect,no_captured,NA,3,morpho_30
Merodon sp,Niebla,5,Cistus monspeliensis,Merodon,sp,transect,no_captured,NA,5,morpho_30
Merodon sp,CotitodeSantaTeresa,3,Lavandula stoechas,Merodon,sp,transect,no_captured,NA,3,morpho_30
Merodon sp,LaRocina,4,Lavandula pedunculata,Merodon,sp,transect,PERDIDO,NA,1,morpho_30
Merodon sp,Aznalcazar,5,Cistus salvifolius,Merodon,sp,transect,no_captured,NA,2,morpho_30
Merodon sp,Elpozo,5,Cistus salvifolius,Merodon,sp,transect,PERDIDO,NA,1,morpho_30
Merodon sp,Aznalcazar,1,Asphodelus fistulosus,Merodon,sp,focal,no_captured,NA,1,morpho_30
Merodon sp,Aznalcazar,6,Cistus monspeliensis,Merodon,sp,transect,no_captured,NA,5,morpho_30
Merodon sp,Pinodelcuervo,1,Cistus ladanifer,Merodon,sp,focal,no_captured,male,1,morpho_30
Merodon sp,Pinodelcuervo,5,Ranunculus tribbus,Merodon,sp,transect,no_captured,NA,2,morpho_30
Merodon sp,Villamanriquesur,3,Cistus salvifolius,Merodon,sp,transect,no_captured,NA,2,morpho_30
Musca morpho1,CotitodeSantaTeresa,6,Thapsia villosa,Musca,morpho1,transect,BF404,NA,1,morpho_19
Musca morpho1,Villamanriqueeste,4,Cistus salvifolius,Musca,morpho1,out,BF399,NA,1,morpho_19
Musca morpho1,Villamanriqueeste,4,Cistus salvifolius,Musca,morpho1,out,BF402,NA,2,morpho_19
Musca morpho1,Elpinar,2,Cistus salvifolius,Musca,morpho1,out,BF401,NA,1,morpho_19
Musca morpho1,Niebla,4,Linum bienne,Musca,morpho1,out,BF395,NA,1,morpho_19
Musca morpho1,Lasmulas,4,Ranunculus tribbus,Musca,morpho1,out,BF398,NA,1,morpho_19
Musca sp,Elpozo,5,Cistus salvifolius,Musca,sp,transect,PERDIDO,NA,1,morpho_19
Musca sp,Pinodelcuervo,3,Halimium commutatum,Musca,sp,transect,no_captured,NA,2,morpho_19
Musca sp,Villamanriqueeste,3,Cistus ladanifer,Musca,sp,transect,no_captured,NA,1,morpho_19
Musca sp,Bonares,4,Lavandula pedunculata,Musca,sp,transect,no_captured,NA,1,morpho_19
Myathropa florea,CotitodeSantaTeresa,5,Thapsia villosa,Myathropa,florea,out,BF429,female,1,morpho_30
Myathropa florea,LaCunya,3,Cistus salvifolius,Myathropa,florea,focal,no_captured,NA,1,morpho_30
Myathropa florea,Aznalcazar,6,Cistus crispus,Myathropa,florea,out,BF434,male,3,morpho_30
Myathropa florea,Aznalcazar,2,Cistus ladanifer,Myathropa,florea,focal,BF433,male,NA,morpho_30
Mycterus curculioides,LaRocina,3,Cistus ladanifer,Mycterus,curculioides,out,BF513,NA,NA,morpho_66
Mycterus curculioides,Lasmulas,6,Cistus monspeliensis,Mycterus,curculioides,transect,BF514,NA,2,morpho_66
Myopa buccata,Lasmulas,5,Cistus crispus,Myopa,buccata,out,no_captured,NA,1,morpho_107
Nemoptera bipennis,LaRocina,6,Anchusa azurea,Nemoptera,bipennis,out,BF682,NA,1,morpho_48
Nemotelus morpho1,CotitodeSantaTeresa,6,Thapsia villosa,Nemotelus,morpho1,transect,BF403,male,1,morpho_105
Nomada agrestis,ConventodelaLuz,2,Teucrium fruticans,Nomada,agrestis,out,BF353,male,2,morpho_11
Nomada agrestis,LaRocina,4,Lavandula pedunculata,Nomada,agrestis,transect,BF705,female,1,morpho_11
Nomada agrestis,CotitodeSantaTeresa,2,Rosmarinus officinalis,Nomada,agrestis,transect,BF352,female,2,morpho_11
Nomada discrepans,ConventodelaLuz,2,Teucrium fruticans,Nomada,discrepans,out,BF631,male,1,morpho_24
Nomada discrepans,Pinodelcuervo,5,Cistus crispus,Nomada,discrepans,out,BF339,female,1,morpho_24
Nomada fucata,LaRocina,2,Rosmarinus officinalis,Nomada,fucata,transect,BF354,female,1,morpho_11
Nomada melathoracica,LaRocina,7,Anchusa azurea,Nomada,melathoracica,transect,BF346,female,1,morpho_11
Nomada melathoracica,Pinodelcuervo,6,Cistus crispus,Nomada,melathoracica,transect,BF345,female,2,morpho_11
Nomada melathoracica,PinaresdeHinojos,6,Cistus salvifolius,Nomada,melathoracica,transect,BF344,female,2,morpho_11
Nomada merceti,Pinodelcuervo,6,Asphodelus fistulosus,Nomada,merceti,out,BF336,male,1,morpho_24
Nomada merceti,Aznalcazar,5,Cistus crispus,Nomada,merceti,focal,PERDIDO,female,1,morpho_24
Nomada merceti,Pinodelcuervo,6,Lavandula stoechas,Nomada,merceti,transect,BF337,female,2,morpho_24
Nomada merceti,LaRocina,6,Anchusa azurea,Nomada,merceti,out,no_captured,NA,1,morpho_24
Nomada merceti,LaRocina,2,Rosmarinus officinalis,Nomada,merceti,out,BF338,female,2,morpho_24
Nomada merceti,Pinodelcuervo,6,Asphodelus fistulosus,Nomada,merceti,focal,BF335,male,1,morpho_24
Nomada merceti,Urbanizaciones,7,Cistus crispus,Nomada,merceti,out,BF343,female,2,morpho_24
Nomada merceti,Urbanizaciones,7,Cistus crispus,Nomada,merceti,out,BF342,female,1,morpho_24
Nomada merceti,Pinodelcuervo,5,Cistus salvifolius,Nomada,merceti,out,BF341,male,3,morpho_24
Nomada merceti,Elpozo,4,Cistus salvifolius,Nomada,merceti,out,BF340,female,1,morpho_24
Nomada merceti,Bonares,5,Thapsia villosa,Nomada,merceti,out,BF334,male,1,morpho_24
Nomada sp,Pinodelcuervo,6,Lavandula stoechas,Nomada,sp,transect,no_captured,NA,6,morpho_24
Nomada sp,CotitodeSantaTeresa,3,Lavandula stoechas,Nomada,sp,transect,PERDIDO,NA,1,morpho_24
Nomada sp,Villamanriquesur,4,Lavandula stoechas,Nomada,sp,transect,PERDIDO,NA,5,morpho_24
Nomada sp,Villamanriqueeste,4,Cistus salvifolius,Nomada,sp,out,no_captured,NA,1,morpho_24
Nomada sp,CotitodeSantaTeresa,5,Cistus salvifolius,Nomada,sp,transect,no_captured,NA,1,morpho_24
Nomada sp,Villamanriqueeste,4,Cistus salvifolius,Nomada,sp,out,no_captured,NA,1,morpho_24
Nomada sp,Villamanriquesur,3,Lavandula stoechas,Nomada,sp,transect,no_captured,NA,3,morpho_24
Nomada succincta,CotitodeSantaTeresa,4,Cistus salvifolius,Nomada,succincta,out,no_captured,NA,1,morpho_11
Nomada succincta,Aznalcazar,2,Asphodelus fistulosus,Nomada,succincta,focal,no_captured,female,1,morpho_11
Opsilia coerulescens,LaRocina,5,Anchusa azurea,Opsilia,coerulescens,out,BF509,NA,NA,morpho_70
Opsilia coerulescens,LaRocina,5,Anchusa azurea,Opsilia,coerulescens,out,BF507,NA,NA,morpho_70
Opsilia coerulescens,LaRocina,5,Anchusa azurea,Opsilia,coerulescens,out,BF508,NA,NA,morpho_70
Opsilia coerulescens,LaRocina,5,Anchusa azurea,Opsilia,coerulescens,out,BF510,NA,NA,morpho_70
Opsilia coerulescens,LaRocina,5,Anchusa azurea,Opsilia,coerulescens,out,BF511,NA,NA,morpho_70
Osmia argyropyga,LaRocina,3,Anchusa azurea,Osmia,argyropyga,focal,BF648,female,1,morpho_128
Osmia aurulenta,Urbanizaciones,3,Lavandula stoechas,Osmia,aurulenta,focal,BF706,female,NA,morpho_128
Osmia bicornis,Niebla,4,Lavandula pedunculata,Osmia,bicornis,transect,BF634,male,4,morpho_128
Osmia caerulescens,Niebla,5,Convolvulus althaeoides,Osmia,caerulescens,out,no_captured,female,1,morpho_128
Osmia caerulescens,LaRocina,6,Anchusa azurea,Osmia,caerulescens,out,PERDIDO,female,1,morpho_128
Osmia caerulescens,LaRocina,7,Lavandula stoechas,Osmia,caerulescens,transect,BF303,female,3,morpho_128
Osmia fulviventris,Esparragal,7,Armeria velutina,Osmia,fulviventris,transect,BF167,male,3,morpho_128
Osmia latreillei,LaRocina,5,Anchusa azurea,Osmia,latreillei,out,BF707,male,NA,morpho_128
Osmia leaiana,Aznalcazar,7,Lavatera cretica,Osmia,leaiana,transect,BF640,female,2,morpho_128
Osmia leaiana,Aznalcazar,7,Cistus crispus,Osmia,leaiana,transect,BF636,male,1,morpho_128
Osmia rufa,Niebla,3,Lavandula stoechas,Osmia,rufa,focal,PERDIDO,female,1,morpho_128
Osmia rufa,Lasmulas,3,Lavandula stoechas,Osmia,rufa,focal,no_captured,female,1,morpho_128
Osmia rufa,PinaresdeHinojos,3,Anchusa azurea,Osmia,rufa,out,BF708,NA,2,morpho_128
Osmia rufa,Urbanizaciones,3,Lavandula stoechas,Osmia,rufa,focal,BF644,male,1,morpho_128
Osmia rufa,LaRocina,5,Anchusa azurea,Osmia,rufa,focal,no_captured,male,1,morpho_128
Osmia sp,LaRocina,4,Anchusa azurea,Osmia,sp,focal,PERDIDO,NA,1,morpho_128
Osmia sp,Lasmulas,7,Cistus crispus,Osmia,sp,out,no_captured,NA,3,morpho_128
Osmia sp,Lasmulas,7,Cistus crispus,Osmia,sp,out,no_captured,NA,2,morpho_128
Osmia sp,LaRocina,5,Anchusa azurea,Osmia,sp,focal,PERDIDO,female,1,morpho_128
Osmia sp,LaRocina,4,Anchusa azurea,Osmia,sp,out,no_captured,female,1,morpho_128
Osmia submicans,Niebla,7,Convolvulus arvensis,Osmia,submicans,transect,BF638,male,2,morpho_128
Osmia submicans,Urbanizaciones,3,Rosmarinus officinalis,Osmia,submicans,transect,BF40,male,2,morpho_128
Oxybelus mucronatus,Esparragal,4,Cistus salvifolius,Oxybelus,mucronatus,out,BF691,male,2,morpho_25
Oxythyrea funesta,Niebla,3,Cistus ladanifer,Oxythyrea,funesta,focal,no_captured,NA,4,morpho_80
Oxythyrea funesta,ConventodelaLuz,3,Cistus ladanifer,Oxythyrea,funesta,transect,BF518,NA,1,morpho_80
Oxythyrea funesta,Villamanriqueeste,1,Cistus ladanifer,Oxythyrea,funesta,transect,BF523,NA,1,morpho_80
Oxythyrea funesta,ConventodelaLuz,1,Cistus salvifolius,Oxythyrea,funesta,focal,no_captured,NA,1,morpho_80
Oxythyrea funesta,Niebla,3,Cistus ladanifer,Oxythyrea,funesta,focal,no_captured,NA,1,morpho_80
Oxythyrea funesta,CotitodeSantaTeresa,1,Astragalus lusitanicus,Oxythyrea,funesta,focal,no_captured,NA,1,morpho_80
Oxythyrea funesta,PinaresdeHinojos,3,Cistus salvifolius,Oxythyrea,funesta,focal,no_captured,NA,2,morpho_80
Oxythyrea funesta,Villamanriquesur,2,Cistus ladanifer,Oxythyrea,funesta,focal,no_captured,NA,4,morpho_80
