Pollinator_gen_sp,Site_ID,Round,Plant_gen_sp,Pollinator_genus,Pollinator_species,Out,Pollinator_id,Pollinator_sex,Frequency,Morphospecie2
Apis mellifera,Villamanriquesur,4,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,26,morpho_2
Apis mellifera,ConventodelaLuz,2,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,11,morpho_2
Apis mellifera,ConventodelaLuz,2,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,58,morpho_2
Apis mellifera,Elpozo,1,Erica scoparia,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,Aznalcazar,2,Asphodelus fistulosus,Apis,mellifera,transect,no_captured,worker,19,morpho_2
Apis mellifera,ConventodelaLuz,3,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,56,morpho_2
Apis mellifera,Pinodelcuervo,6,Cistus crispus,Apis,mellifera,out,no_captured,female,1,morpho_2
Apis mellifera,Bonares,2,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,ConventodelaLuz,3,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,ConventodelaLuz,3,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,30,morpho_2
Apis mellifera,LaRocina,2,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Villamanriqueeste,5,Cistus crispus,Apis,mellifera,transect,no_captured,worker,24,morpho_2
Apis mellifera,Niebla,2,Astragalus lusitanicus,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,Esparragal,3,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,LaRocina,2,Halimium commutatum,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Aznalcazar,1,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Villamanriqueeste,1,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,8,morpho_2
Apis mellifera,Urbanizaciones,4,Halimium commutatum,Apis,mellifera,transect,no_captured,worker,14,morpho_2
Apis mellifera,LaRocina,2,Ulex australis,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,LaCunya,1,Halimium commutatum,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Villamanriquesur,1,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Elpozo,4,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,20,morpho_2
Apis mellifera,LaRocina,1,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,12,morpho_2
Apis mellifera,Lasmulas,4,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,29,morpho_2
Apis mellifera,ConventodelaLuz,2,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,14,morpho_2
Apis mellifera,Villamanriquesur,5,Genista hirsuta,Apis,mellifera,transect,no_captured,worker,8,morpho_2
Apis mellifera,Urbanizaciones,5,Cistus crispus,Apis,mellifera,out,no_captured,worker,1,morpho_2
Apis mellifera,Urbanizaciones,5,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,7,morpho_2
Apis mellifera,Lasmulas,5,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,17,morpho_2
Apis mellifera,Elpozo,1,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,24,morpho_2
Apis mellifera,LaCunya,4,Lavandula pedunculata,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Elpozo,3,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,11,morpho_2
Apis mellifera,Pinodelcuervo,1,Ulex australis,Apis,mellifera,transect,no_captured,worker,10,morpho_2
Apis mellifera,Bonares,3,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,26,morpho_2
Apis mellifera,Bonares,6,Cistus crispus,Apis,mellifera,transect,no_captured,worker,10,morpho_2
Apis mellifera,Lasmulas,4,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Aznalcazar,2,Asphodelus fistulosus,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Bonares,3,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Bonares,2,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Aznalcazar,3,Teucrium fruticans,Apis,mellifera,transect,no_captured,worker,22,morpho_2
Apis mellifera,Niebla,1,Asphodelus fistulosus,Apis,mellifera,transect,no_captured,worker,7,morpho_2
Apis mellifera,Urbanizaciones,1,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,24,morpho_2
Apis mellifera,LaRocina,1,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,Lasmulas,3,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,16,morpho_2
Apis mellifera,Villamanriqueeste,7,Myrtus communis,Apis,mellifera,out,no_captured,worker,50,morpho_2
Apis mellifera,Villamanriquesur,2,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Lasmulas,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,4,morpho_2
Apis mellifera,Elpinar,2,Cistus albidus,Apis,mellifera,transect,no_captured,worker,11,morpho_2
Apis mellifera,Elpozo,5,Erica umbellata,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,PinaresdeHinojos,3,Cistus salvifolius,Apis,mellifera,out,no_captured,NA,4,morpho_2
Apis mellifera,Villamanriquesur,3,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Aznalcazar,3,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Villamanriqueeste,2,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,7,morpho_2
Apis mellifera,Niebla,4,Lavandula pedunculata,Apis,mellifera,transect,no_captured,worker,16,morpho_2
Apis mellifera,Bonares,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,27,morpho_2
Apis mellifera,Niebla,4,Lupinus angustifolius,Apis,mellifera,transect,no_captured,worker,10,morpho_2
Apis mellifera,Villamanriqueeste,2,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,CotitodeSantaTeresa,2,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,6,morpho_2
Apis mellifera,Lasmulas,4,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,12,morpho_2
Apis mellifera,Villamanriqueeste,2,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,CotitodeSantaTeresa,2,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Aznalcazar,5,Cistus crispus,Apis,mellifera,out,BF222,worker,1,morpho_2
Apis mellifera,Lasmulas,2,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,68,morpho_2
Apis mellifera,Aznalcazar,3,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Elpinar,4,Cistus albidus,Apis,mellifera,focal,no_captured,worker,3,morpho_2
Apis mellifera,Urbanizaciones,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Elpozo,2,Erica scoparia,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Elpinar,3,Cistus albidus,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,ConventodelaLuz,1,Ulex australis,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,LaRocina,6,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,2,morpho_2
Apis mellifera,Lasmulas,2,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Villamanriquesur,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,16,morpho_2
Apis mellifera,CotitodeSantaTeresa,6,Thapsia villosa,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Elpinar,2,Cistus albidus,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Lasmulas,7,Cistus crispus,Apis,mellifera,transect,no_captured,worker,8,morpho_2
Apis mellifera,Niebla,3,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Villamanriqueeste,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,21,morpho_2
Apis mellifera,LaCunya,6,Lavandula pedunculata,Apis,mellifera,transect,no_captured,NA,12,morpho_2
Apis mellifera,Niebla,3,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,PinaresdeHinojos,4,Spartium junceum,Apis,mellifera,transect,no_captured,worker,13,morpho_2
Apis mellifera,CotitodeSantaTeresa,3,Astragalus lusitanicus,Apis,mellifera,transect,no_captured,worker,8,morpho_2
Apis mellifera,Niebla,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,4,morpho_2
Apis mellifera,Urbanizaciones,4,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,7,morpho_2
Apis mellifera,LaRocina,1,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,Aznalcazar,3,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,Lasmulas,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,4,morpho_2
Apis mellifera,ConventodelaLuz,4,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,21,morpho_2
Apis mellifera,ConventodelaLuz,4,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,18,morpho_2
Apis mellifera,Elpinar,2,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,ConventodelaLuz,4,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,7,morpho_2
Apis mellifera,ConventodelaLuz,2,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,Villamanriquesur,2,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,21,morpho_2
Apis mellifera,Bonares,3,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Elpinar,2,Cistus albidus,Apis,mellifera,focal,no_captured,worker,4,morpho_2
Apis mellifera,Aznalcazar,1,Teucrium fruticans,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Villamanriquesur,5,Cistus crispus,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Bonares,3,Spartium junceum,Apis,mellifera,focal,no_captured,worker,50,morpho_2
Apis mellifera,Pinodelcuervo,5,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Bonares,5,Thapsia villosa,Apis,mellifera,out,BF224,worker,4,morpho_2
Apis mellifera,Villamanriqueeste,3,Cistus salvifolius,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Aznalcazar,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Elpozo,2,Erica scoparia,Apis,mellifera,transect,no_captured,worker,11,morpho_2
Apis mellifera,Bonares,4,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,69,morpho_2
Apis mellifera,Elpozo,4,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,LaRocina,1,Rosmarinus officinalis,Apis,mellifera,transect,BF6,worker,6,morpho_2
Apis mellifera,Aznalcazar,6,Cistus crispus,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,LaRocina,2,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,28,morpho_2
Apis mellifera,Lasmulas,1,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,19,morpho_2
Apis mellifera,ConventodelaLuz,2,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,36,morpho_2
Apis mellifera,PinaresdeHinojos,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,7,morpho_2
Apis mellifera,Villamanriquesur,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,12,morpho_2
Apis mellifera,LaRocina,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,29,morpho_2
Apis mellifera,Aznalcazar,4,Lavandula pedunculata,Apis,mellifera,transect,no_captured,worker,15,morpho_2
Apis mellifera,Pinodelcuervo,7,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,120,morpho_2
Apis mellifera,Aznalcazar,4,Teucrium fruticans,Apis,mellifera,transect,no_captured,worker,35,morpho_2
Apis mellifera,Pinodelcuervo,7,Cistus crispus,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,LaCunya,5,Lavandula pedunculata,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Elpozo,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,5,morpho_2
Apis mellifera,ConventodelaLuz,3,Cistus salvifolius,Apis,mellifera,focal,no_captured,worker,19,morpho_2
Apis mellifera,Elpozo,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Niebla,3,Asphodelus fistulosus,Apis,mellifera,transect,no_captured,worker,2,morpho_2
Apis mellifera,Villamanriqueeste,1,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,41,morpho_2
Apis mellifera,LaRocina,5,Lavandula pedunculata,Apis,mellifera,transect,no_captured,NA,26,morpho_2
Apis mellifera,Lasmulas,3,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Pinodelcuervo,6,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,120,morpho_2
Apis mellifera,ConventodelaLuz,3,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,LaRocina,6,Lavandula pedunculata,Apis,mellifera,transect,no_captured,worker,8,morpho_2
Apis mellifera,Lasmulas,4,Cistus ladanifer,Apis,mellifera,out,no_captured,NA,1,morpho_2
Apis mellifera,ConventodelaLuz,4,Teucrium fruticans,Apis,mellifera,transect,no_captured,worker,6,morpho_2
Apis mellifera,Villamanriqueeste,2,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,ConventodelaLuz,4,Spartium junceum,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,Lasmulas,6,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Villamanriqueeste,2,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Urbanizaciones,6,Cistus crispus,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,Esparragal,6,Lavandula pedunculata,Apis,mellifera,transect,no_captured,worker,2,morpho_2
Apis mellifera,LaRocina,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,18,morpho_2
Apis mellifera,Villamanriquesur,7,Halimium halimifolium,Apis,mellifera,transect,no_captured,worker,7,morpho_2
Apis mellifera,Aznalcazar,6,Cistus crispus,Apis,mellifera,transect,no_captured,NA,5,morpho_2
Apis mellifera,Aznalcazar,5,Teucrium fruticans,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Urbanizaciones,3,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Villamanriquesur,1,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Elpozo,4,Erica scoparia,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,Villamanriqueeste,7,Cistus crispus,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,Aznalcazar,5,Cistus crispus,Apis,mellifera,out,BF223,worker,2,morpho_2
Apis mellifera,LaCunya,5,Lavandula pedunculata,Apis,mellifera,transect,no_captured,worker,21,morpho_2
Apis mellifera,Elpozo,4,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,16,morpho_2
Apis mellifera,LaRocina,7,Lavandula pedunculata,Apis,mellifera,transect,no_captured,worker,7,morpho_2
Apis mellifera,Aznalcazar,2,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Villamanriqueeste,4,Spartium junceum,Apis,mellifera,transect,no_captured,worker,6,morpho_2
Apis mellifera,Pinodelcuervo,6,Asphodelus fistulosus,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Elpozo,3,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,34,morpho_2
Apis mellifera,Villamanriquesur,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,20,morpho_2
Apis mellifera,Elpozo,3,Spartium junceum,Apis,mellifera,focal,no_captured,worker,4,morpho_2
Apis mellifera,Elpozo,2,Spartium junceum,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Bonares,1,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,2,morpho_2
Apis mellifera,Lasmulas,1,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,Lasmulas,5,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,6,morpho_2
Apis mellifera,LaCunya,6,Cistus salvifolius,Apis,mellifera,transect,no_captured,NA,11,morpho_2
Apis mellifera,Lasmulas,1,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,LaRocina,5,Anchusa azurea,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Urbanizaciones,3,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,16,morpho_2
Apis mellifera,Bonares,2,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Aznalcazar,5,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,ConventodelaLuz,3,Cistus salvifolius,Apis,mellifera,focal,no_captured,worker,23,morpho_2
Apis mellifera,Lasmulas,7,Thapsia villosa,Apis,mellifera,transect,no_captured,worker,10,morpho_2
Apis mellifera,CotitodeSantaTeresa,4,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,17,morpho_2
Apis mellifera,ConventodelaLuz,4,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,122,morpho_2
Apis mellifera,Niebla,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Bonares,5,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,Esparragal,5,Lavandula pedunculata,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,ConventodelaLuz,3,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,6,morpho_2
Apis mellifera,Esparragal,4,Lavandula stoechas,Apis,mellifera,focal,no_captured,NA,1,morpho_2
Apis mellifera,Lasmulas,6,Cistus crispus,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,LaCunya,4,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,ConventodelaLuz,5,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,12,morpho_2
Apis mellifera,Pinodelcuervo,6,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Bonares,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,3,morpho_2
Apis mellifera,Bonares,5,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Lasmulas,4,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,LaRocina,5,Spartium junceum,Apis,mellifera,transect,no_captured,worker,12,morpho_2
Apis mellifera,Aznalcazar,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,10,morpho_2
Apis mellifera,Aznalcazar,7,Myrtus communis,Apis,mellifera,focal,BF221,worker,30,morpho_2
Apis mellifera,Urbanizaciones,3,Halimium commutatum,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Elpozo,3,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,Aznalcazar,7,Cistus crispus,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Villamanriqueeste,3,Cistus salvifolius,Apis,mellifera,out,no_captured,worker,1,morpho_2
Apis mellifera,Pinodelcuervo,5,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,Aznalcazar,3,Halimium commutatum,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,LaRocina,3,Halimium commutatum,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Lasmulas,3,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,8,morpho_2
Apis mellifera,Niebla,4,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Lasmulas,5,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,8,morpho_2
Apis mellifera,Villamanriqueeste,5,Cistus crispus,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Villamanriqueeste,3,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,11,morpho_2
Apis mellifera,Elpozo,3,Spartium junceum,Apis,mellifera,focal,no_captured,worker,7,morpho_2
Apis mellifera,Villamanriquesur,4,Halimium commutatum,Apis,mellifera,focal,no_captured,female,1,morpho_2
Apis mellifera,ConventodelaLuz,3,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,LaCunya,5,Lavandula pedunculata,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,PinaresdeHinojos,4,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,PinaresdeHinojos,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,43,morpho_2
Apis mellifera,Villamanriqueeste,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,5,morpho_2
Apis mellifera,Bonares,2,Cistus ladanifer,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,ConventodelaLuz,6,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,Urbanizaciones,3,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Urbanizaciones,7,Lavandula pedunculata,Apis,mellifera,transect,no_captured,worker,6,morpho_2
Apis mellifera,Bonares,5,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,42,morpho_2
Apis mellifera,Bonares,3,Cistus salvifolius,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Pinodelcuervo,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,4,morpho_2
Apis mellifera,Bonares,2,Halimium commutatum,Apis,mellifera,transect,no_captured,worker,37,morpho_2
Apis mellifera,Villamanriquesur,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,14,morpho_2
Apis mellifera,LaRocina,3,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,21,morpho_2
Apis mellifera,LaRocina,3,Halimium commutatum,Apis,mellifera,transect,no_captured,worker,15,morpho_2
Apis mellifera,Niebla,2,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Lasmulas,7,Myrtus communis,Apis,mellifera,focal,no_captured,worker,16,morpho_2
Apis mellifera,Villamanriquesur,4,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Lasmulas,5,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Urbanizaciones,2,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,29,morpho_2
Apis mellifera,Villamanriquesur,3,Cistus salvifolius,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,LaCunya,2,Ulex australis,Apis,mellifera,transect,no_captured,worker,1,morpho_2
Apis mellifera,LaCunya,4,Cistus salvifolius,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Lasmulas,1,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,Aznalcazar,1,Asphodelus fistulosus,Apis,mellifera,focal,BF226,worker,6,morpho_2
Apis mellifera,Elpozo,1,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,LaRocina,4,Anchusa azurea,Apis,mellifera,focal,no_captured,worker,20,morpho_2
Apis mellifera,Bonares,3,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,37,morpho_2
Apis mellifera,Lasmulas,3,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,13,morpho_2
Arachnospila morpho1,LaRocina,5,Lavandula pedunculata,Arachnospila,morpho1,transect,BF656,NA,1,morpho_55
Asilidae NA,Villamanriqueeste,7,Myrtus communis,Asilidae,"NA",out,no_captured,NA,1,morpho_34
Asilidae NA,Aznalcazar,7,Myrtus communis,Asilidae,"NA",out,BF452,NA,1,morpho_34
Asilidae NA,Aznalcazar,7,Myrtus communis,Asilidae,"NA",out,BF458,NA,1,morpho_34
Attagenus trifasciatus,CotitodeSantaTeresa,5,Thapsia villosa,Attagenus,trifasciatus,out,BF470,NA,1,morpho_84
Bembecinus carpetanus,PinaresdeHinojos,7,Mentha pulegium,Bembecinus,carpetanus,out,BF664,female,2,morpho_59
Bembix oculata,Villamanriqueeste,7,Cistus crispus,Bembix,oculata,transect,BF655,male,2,morpho_59
Bembix oculata,Bonares,7,Thapsia villosa,Bembix,oculata,out,BF659,female,1,morpho_59
Bembix sp,PinaresdeHinojos,7,Mentha pulegium,Bembix,sp,out,BF663,NA,3,NA
Bibio sp,Villamanriquesur,5,Cistus salvifolius,Bibio,sp,transect,no_captured,NA,6,morpho_35
Bibio sp,PinaresdeHinojos,5,Cistus libanotis,Bibio,sp,focal,PERDIDO,NA,2,morpho_35
Bibionidae NA,PinaresdeHinojos,4,Cistus salvifolius,Bibionidae,"NA",focal,no_captured,NA,1,morpho_36
Bombus terrestris,Elpinar,4,Lavandula stoechas,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,Elpozo,4,Cistus ladanifer,Bombus,terrestris,transect,BF204,worker,1,morpho_3
Bombus terrestris,Bonares,4,Lavandula pedunculata,Bombus,terrestris,transect,BF199,worker,1,morpho_3
Bombus terrestris,Aznalcazar,1,Asphodelus fistulosus,Bombus,terrestris,transect,no_captured,queen,1,morpho_3
Bombus terrestris,Bonares,4,Lavandula pedunculata,Bombus,terrestris,transect,no_captured,worker,10,morpho_3
Bombus terrestris,Bonares,2,Cistus ladanifer,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,LaCunya,1,Rosmarinus officinalis,Bombus,terrestris,focal,BF209,worker,1,morpho_3
Bombus terrestris,PinaresdeHinojos,6,Cistus libanotis,Bombus,terrestris,transect,BF219,worker,2,morpho_3
Bombus terrestris,Urbanizaciones,3,Lavandula stoechas,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,LaRocina,2,Rosmarinus officinalis,Bombus,terrestris,transect,BF202,queen,2,morpho_3
Bombus terrestris,Niebla,4,Lavandula pedunculata,Bombus,terrestris,transect,BF208,worker,2,morpho_3
